,pmcid,part,tokens,term_frequency
5905,PMC9265504,discussion,possibly,1
5906,PMC9265504,introduction,possibly,1
5907,PMC9271969,Theoretical Basis and Research Design,never,2
5908,PMC9271969,analysis,never,1
5909,PMC9271969,conclusion,never,1
5910,PMC9275388,Comparison procedure,probability,1
5911,PMC9275388,conclusion,likely,1
5912,PMC9275388,conclusion,often,2
5913,PMC9275388,introduction,often,3
5914,PMC9275388,introduction,probability,2
5915,PMC9275388,method,often,1
5916,PMC9275388,method,probability,6
5917,PMC9276292,introduction,frequently,1
5918,PMC9276292,method,always,1
5919,PMC9276292,method,never,1
5920,PMC9276292,method,often,1
5921,PMC9276292,method,rarely,1
5922,PMC9276292,method,usually,1
5923,PMC9277581,abstract,often,1
5924,PMC9277581,conclusion,often,1
5925,PMC9277581,introduction,likely,5
5926,PMC9277581,introduction,often,1
5927,PMC9286750,introduction,often,2
5928,PMC9286750,introduction,rarely,1
5929,PMC9286750,introduction,usually,3
5930,PMC9289566,method,always,2
5931,PMC9289606,discussion,likely,2
5932,PMC9289606,introduction,likely,3
5933,PMC9289606,introduction,often,5
5934,PMC9289606,introduction,probability,2
5935,PMC9289606,introduction,rarely,1
5936,PMC9289606,method,likely,1
5937,PMC9290651,abstract,likely,2
5938,PMC9290651,abstract,often,1
5939,PMC9290651,discussion,likely,5
5940,PMC9290651,discussion,often,1
5941,PMC9290651,discussion,usually,1
5942,PMC9290651,method,always,1
5943,PMC9290651,method,likely,1
5944,PMC9291460,result,always,1
5945,PMC9291460,result,rarely,1
5946,PMC9292610,"CURRENT STATE OF AFFAIRSMobile neuroimaging systems have been used in a variety of research settings, both inside and outside the lab, because they allow more natural behaviors in participants. However, research paradigms that are used alongside mobile EEG/f",always,1
5947,PMC9292610,"CURRENT STATE OF AFFAIRSMobile neuroimaging systems have been used in a variety of research settings, both inside and outside the lab, because they allow more natural behaviors in participants. However, research paradigms that are used alongside mobile EEG/f",frequently,1
5948,PMC9292610,"CURRENT STATE OF AFFAIRSMobile neuroimaging systems have been used in a variety of research settings, both inside and outside the lab, because they allow more natural behaviors in participants. However, research paradigms that are used alongside mobile EEG/f",likely,1
5949,PMC9292610,"CURRENT STATE OF AFFAIRSMobile neuroimaging systems have been used in a variety of research settings, both inside and outside the lab, because they allow more natural behaviors in participants. However, research paradigms that are used alongside mobile EEG/f",never,1
5950,PMC9292610,"CURRENT STATE OF AFFAIRSMobile neuroimaging systems have been used in a variety of research settings, both inside and outside the lab, because they allow more natural behaviors in participants. However, research paradigms that are used alongside mobile EEG/f",often,2
5951,PMC9292610,"CURRENT STATE OF AFFAIRSMobile neuroimaging systems have been used in a variety of research settings, both inside and outside the lab, because they allow more natural behaviors in participants. However, research paradigms that are used alongside mobile EEG/f",probability,1
5952,PMC9292610,"CURRENT STATE OF AFFAIRSMobile neuroimaging systems have been used in a variety of research settings, both inside and outside the lab, because they allow more natural behaviors in participants. However, research paradigms that are used alongside mobile EEG/f",probably,3
5953,PMC9292610,"CURRENT STATE OF AFFAIRSMobile neuroimaging systems have been used in a variety of research settings, both inside and outside the lab, because they allow more natural behaviors in participants. However, research paradigms that are used alongside mobile EEG/f",usually,1
5954,PMC9292610,REFLECTION AND WAYS FORWARDOverpromising,always,1
5955,PMC9292610,method,always,1
5956,PMC9292610,method,often,5
5957,PMC9292610,method,usually,1
5958,PMC9299043,abstract,frequently,1
5959,PMC9299043,abstract,likely,1
5960,PMC9299043,future,often,1
5961,PMC9299043,introduction,often,1
5962,PMC9299043,method,often,2
5963,PMC9299043,result,frequently,1
5964,PMC9299043,result,likely,1
5965,PMC9299043,result,often,4
5966,PMC9305099,analysis,possibly,1
5967,PMC9305099,analysis,probably,2
5968,PMC9305099,introduction,probably,1
5969,PMC9305099,result,probability,2
5970,PMC9309587,conclusion,likely,3
5971,PMC9309587,discussion,always,1
5972,PMC9309587,discussion,probably,1
5973,PMC9309587,introduction,often,1
5974,PMC9309587,introduction,usually,1
5975,PMC9309587,result,usually,2
5976,PMC9309613,conclusion,often,1
5977,PMC9309613,discussion,certainly,2
5978,PMC9309613,discussion,likely,6
5979,PMC9309613,introduction,certainly,1
5980,PMC9309613,introduction,often,2
5981,PMC9309613,method,often,1
5982,PMC9322317,abstract,always,1
5983,PMC9322317,abstract,likely,3
5984,PMC9322317,abstract,often,2
5985,PMC9322317,abstract,probably,1
5986,PMC9322317,discussion,possibly,1
5987,PMC9322317,method,often,1
5988,PMC9322648,abstract,likely,2
5989,PMC9322648,abstract,often,2
5990,PMC9322648,discussion,always,1
5991,PMC9322648,discussion,often,2
5992,PMC9322648,discussion,usually,1
5993,PMC9322648,result,always,2
5994,PMC9322648,result,frequently,2
5995,PMC9322648,result,maybe,1
5996,PMC9322648,result,never,5
5997,PMC9322648,result,often,1
5998,PMC9322648,result,probably,1
5999,PMC9323403,discussion,likely,1
6000,PMC9323403,discussion,often,2
6001,PMC9323403,discussion,probably,1
6002,PMC9323403,discussion,rarely,1
6003,PMC9323403,discussion,unlikely,1
6004,PMC9323403,introduction,often,1
6005,PMC9323403,introduction,usually,1
6006,PMC9323403,method,likely,1
6007,PMC9323403,method,never,1
6008,PMC9323403,method,often,1
6009,PMC9325509,"APPLYING THE MULTITIERED MODEL OF OPPRESSION AND DISCRIMINATION (MMOD) TO LATINX IMMIGRANT ADOLESCENTSGiven the unique developmental trajectories of Latinx immigrant adolescents, it is important to consider how each level of discrimination can impact well‐being and development. Using the MMOD as a guiding framework, each level of discrimination (individual, community, institutional, and structural) and associated impacts on well‐being and development will be discussed below. Although reviewed separately, it is important to note that these levels do not exist in isolation.Individual Discrimination and Development",likely,8
6010,PMC9325509,"APPLYING THE MULTITIERED MODEL OF OPPRESSION AND DISCRIMINATION (MMOD) TO LATINX IMMIGRANT ADOLESCENTSGiven the unique developmental trajectories of Latinx immigrant adolescents, it is important to consider how each level of discrimination can impact well‐being and development. Using the MMOD as a guiding framework, each level of discrimination (individual, community, institutional, and structural) and associated impacts on well‐being and development will be discussed below. Although reviewed separately, it is important to note that these levels do not exist in isolation.Individual Discrimination and Development",often,1
6011,PMC9325509,"THEORIES OF ADOLESCENT DEVELOPMENTBefore introducing the Multitiered Model of Oppression and Discrimination (MMOD), it is critical to discuss the adolescent developmental theories and frameworks used to inform the model. Broadly, adolescent development and outcomes are influenced by several systems, including biological, psychological, and societal systems (Newman & Newman, 2020). During adolescence, rapid biological and psychological changes are accompanied by changes in the environment as expectations and autonomy expand (Furstenberg, 2010). This period has been connected to an emergence and increased rates of, and sex differences for, depression and other mental health problems (Negriff & Susman, 2011). This sensitive developmental period comes with new cognitive abilities and insights, including new understandings about oneself, society, and one's role in the community (Newman & Newman, 2020). Depending on factors such as family, cultural context, religious environment, and community, becoming a teenager can be viewed as a transition to a new, elevated status (Newman & Newman, 2020). Although broad theories of adolescent development are informative, other factors of development such as family and cultural theories may also contribute to adolescent development for Latinx immigrant youth.Importance of Development in Latinx Immigrant Adolescents",often,2
6012,PMC9326689,discussion,likely,1
6013,PMC9326689,introduction,frequently,2
6014,PMC9326689,introduction,likely,1
6015,PMC9326689,introduction,usually,2
6016,PMC9326689,method,always,1
6017,PMC9326689,method,likely,2
6018,PMC9326689,result,frequently,1
6019,PMC9326689,result,likely,4
6020,PMC9334815,abstract,likely,2
6021,PMC9334815,discussion,likely,5
6022,PMC9334815,introduction,likely,15
6023,PMC9334815,introduction,often,2
6024,PMC9334815,introduction,usually,2
6025,PMC9334815,method,frequently,1
6026,PMC9334815,method,likely,3
6027,PMC9334815,method,often,2
6028,PMC9334815,method,rarely,1
6029,PMC9334815,method,unlikely,1
6030,PMC9334815,method,usually,2
6031,PMC9340699,"Conceptualization, theoretical framework, and empirical evidence",always,1
6032,PMC9340699,"Conceptualization, theoretical framework, and empirical evidence",likely,8
6033,PMC9340699,"Conceptualization, theoretical framework, and empirical evidence",often,4
6034,PMC9340699,discussion,likely,2
6035,PMC9340699,discussion,often,2
6036,PMC9340699,discussion,usually,1
6037,PMC9340699,introduction,likely,1
6038,PMC9340699,introduction,usually,1
6039,PMC9340699,method,never,1
6040,PMC9340699,method,often,3
6041,PMC9340699,method,probability,1
6042,PMC9343705,Current Situation and ID of Law Classrooms in Colleges and Universities,often,1
6043,PMC9343705,analysis,often,1
6044,PMC9348095,discussion,maybe,2
6045,PMC9348095,discussion,never,3
6046,PMC9348095,discussion,often,9
6047,PMC9348095,method,often,1
6048,PMC9353022,discussion,frequently,2
6049,PMC9353022,discussion,likely,1
6050,PMC9353022,introduction,frequently,2
6051,PMC9353022,method,likely,1
6052,PMC9353022,result,frequently,1
6053,PMC9353270,abstract,often,1
6054,PMC9353270,analysis,usually,2
6055,PMC9353270,discussion,always,1
6056,PMC9353270,discussion,certainly,1
6057,PMC9353270,discussion,likely,1
6058,PMC9353270,discussion,maybe,1
6059,PMC9353270,discussion,often,1
6060,PMC9353270,discussion,probability,1
6061,PMC9353270,discussion,probably,1
6062,PMC9353270,introduction,never,1
6063,PMC9353270,introduction,often,1
6064,PMC9353270,introduction,probably,2
6065,PMC9353270,introduction,usually,1
6066,PMC9353270,method,never,1
6067,PMC9353270,result,likely,1
6068,PMC9353270,result,maybe,1
6069,PMC9353270,result,probability,4
6070,PMC9354046,conclusion,frequently,1
6071,PMC9354046,conclusion,probably,2
6072,PMC9354046,introduction,always,1
6073,PMC9354046,introduction,frequently,4
6074,PMC9354046,introduction,often,1
6075,PMC9365676,Effective and Remote Supervision,likely,1
6076,PMC9365676,Performance Feedback,often,1
6077,PMC9365676,discussion,likely,3
6078,PMC9365676,discussion,unlikely,1
6079,PMC9365676,method,likely,2
6080,PMC9365676,result,likely,1
6081,PMC9365676,result,rarely,1
6082,PMC9366673,discussion,always,1
6083,PMC9366673,discussion,often,1
6084,PMC9366673,discussion,probably,2
6085,PMC9366673,introduction,always,1
6086,PMC9366673,introduction,often,2
6087,PMC9366673,method,often,1
6088,PMC9366673,result,often,1
6089,PMC9366673,result,usually,1
6090,PMC9366799,background,likely,3
6091,PMC9366799,background,often,1
6092,PMC9366799,discussion,certainly,1
6093,PMC9366799,discussion,likely,1
6094,PMC9366799,discussion,usually,1
6095,PMC9372578,discussion,likely,3
6096,PMC9372578,discussion,often,1
6097,PMC9372578,discussion,possibly,1
6098,PMC9372578,introduction,likely,1
6099,PMC9372578,method,likely,2
6100,PMC9372578,method,often,1
6101,PMC9372578,result,probability,1
6102,PMC9374036,Optimization Algorithm Based on Student Psychology,often,2
6103,PMC9374036,Optimization Algorithm Based on Student Psychology,probability,1
6104,PMC9374036,Related Work,often,2
6105,PMC9374137,conclusion,likely,5
6106,PMC9374137,discussion,likely,4
6107,PMC9374137,discussion,often,1
6108,PMC9374137,introduction,often,1
6109,PMC9374137,introduction,usually,2
6110,PMC9374137,method,always,2
6111,PMC9374137,method,never,2
6112,PMC9374137,method,probability,1
6113,PMC9374137,result,likely,4
6114,PMC9375966,discussion,often,1
6115,PMC9375966,discussion,probably,1
6116,PMC9375966,introduction,always,2
6117,PMC9375966,introduction,usually,2
6118,PMC9375966,result,always,1
6119,PMC9375966,result,rarely,1
6120,PMC9376344,analysis,likely,1
6121,PMC9376344,discussion,frequently,1
6122,PMC9376344,discussion,likely,3
6123,PMC9376344,introduction,likely,1
6124,PMC9376344,method,always,2
6125,PMC9376344,method,never,2
6126,PMC9379115,Advance Research and Theoretical Assumptions,always,1
6127,PMC9379115,Advance Research and Theoretical Assumptions,likely,2
6128,PMC9379115,Overview of Educational Anxiety in Parents,always,1
6129,PMC9379115,Overview of Educational Anxiety in Parents,frequently,1
6130,PMC9379115,analysis,probability,2
6131,PMC9379115,conclusion,always,1
6132,PMC9379115,conclusion,likely,2
6133,PMC9379115,method,always,1
6134,PMC9379115,method,never,1
6135,PMC9380595,European measurement of social emotional learning,likely,1
6136,PMC9380595,discussion,always,2
6137,PMC9380595,discussion,probability,1
6138,PMC9380595,discussion,unlikely,1
6139,PMC9380595,method,always,1
6140,PMC9380595,method,certainly,1
6141,PMC9385004,discussion,always,1
6142,PMC9385004,discussion,likely,1
6143,PMC9385004,introduction,likely,1
6144,PMC9385004,introduction,probably,2
6145,PMC9385004,introduction,usually,1
6146,PMC9385084,background,likely,1
6147,PMC9385084,background,often,3
6148,PMC9385084,discussion,likely,1
6149,PMC9406923,result,always,3
6150,PMC9406923,result,likely,1
6151,PMC9406923,result,often,1
6152,PMC9406923,result,probability,1
6153,PMC9407293,discussion,likely,1
6154,PMC9407293,discussion,never,2
6155,PMC9407293,method,always,1
6156,PMC9407293,method,never,2
6157,PMC9407293,method,often,2
6158,PMC9407293,result,never,2
6159,PMC9407524,discussion,frequently,1
6160,PMC9407524,introduction,frequently,1
6161,PMC9408437,2. Second-Order Theories,usually,2
6162,PMC9408437,discussion,usually,1
6163,PMC9408437,result,usually,2
6164,PMC9410987,method,usually,1
6165,PMC9416476,Review of literature,always,1
6166,PMC9416476,Review of literature,usually,1
6167,PMC9417817,discussion,likely,1
6168,PMC9417817,introduction,frequently,3
6169,PMC9441812,discussion,frequently,1
6170,PMC9441812,discussion,likely,4
6171,PMC9441812,discussion,possibly,1
6172,PMC9441812,discussion,probability,2
6173,PMC9441812,introduction,likely,1
6174,PMC9441812,introduction,often,2
6175,PMC9441812,method,often,1
6176,PMC9441812,result,possibly,1
6177,PMC9445992,Theoretical foundation and research hypothesis,always,1
6178,PMC9445992,Theoretical foundation and research hypothesis,likely,1
6179,PMC9445992,Theoretical foundation and research hypothesis,often,6
6180,PMC9445992,discussion,rarely,1
6181,PMC9445992,method,usually,1
6182,PMC9451093,discussion,likely,7
6183,PMC9451093,discussion,often,1
6184,PMC9451093,introduction,likely,2
6185,PMC9451093,method,often,1
6186,PMC9451093,method,probability,2
6187,PMC9480848,Connecting science to society,always,1
6188,PMC9480848,Connecting science to society,likely,2
6189,PMC9480848,Connecting science to society,probability,1
6190,PMC9480848,Selection bias,always,2
6191,PMC9480848,Selection bias,often,4
6192,PMC9480848,Selection bias,possibly,1
6193,PMC9480848,Selection bias,probability,1
6194,PMC9480848,abstract,always,1
6195,PMC9480848,abstract,often,1
6196,PMC9480848,introduction,often,1
6197,PMC9485607,Experimental design,often,2
6198,PMC9485607,Overview of the influence of poetry appreciation on mental health,likely,1
6199,PMC9485607,Overview of the influence of poetry appreciation on mental health,often,2
6200,PMC9485607,Overview of the influence of poetry appreciation on mental health,probably,1
6201,PMC9497239,introduction,usually,2
6202,PMC9508036,Current Study,likely,1
6203,PMC9508036,abstract,likely,1
6204,PMC9508036,conclusion,often,1
6205,PMC9508036,discussion,likely,3
6206,PMC9508036,discussion,often,2
6207,PMC9508036,introduction,frequently,1
6208,PMC9508036,introduction,likely,4
6209,PMC9508036,introduction,often,2
6210,PMC9508036,method,always,1
6211,PMC9508036,method,never,2
6212,PMC9508036,method,often,4
